id,time,dominance,pos,pos1,pos2,neg,neg1,neg2,f_p1,f_p2,hp1,hp2
0,08:22:04,1,1,1,0,0,0,0,-1,1,0,0
1,08:22:05,1,1,1,0,0,0,0,-1,1,-25,0
2,08:22:06,1,1,1,0,0,0,0,-1,1,-25,0
3,08:22:07,1,1,1,0,1,0,1,-1,1,-25,0
4,08:22:08,1,2,2,0,2,0,2,-1,1,-55,-10
5,08:22:09,1,3,3,0,2,0,2,-1,1,-55,-10
6,08:22:10,1,3,3,0,3,0,3,-1,1,-55,-10
7,08:22:11,1,3,3,0,3,0,3,-1,1,-70,-50
8,08:22:12,1,4,4,0,3,0,3,-1,1,-70,-50
9,08:22:13,1,4,4,0,4,0,4,-1,1,-70,-50
10,08:22:14,1,4,4,0,4,0,4,-1,1,-85,-70
11,08:22:15,1,4,4,0,4,0,4,-1,1,-85,-70
12,08:22:16,1,4,4,0,4,0,4,-1,1,-85,-70
13,08:22:17,1,4,4,0,4,0,4,-1,1,-105,-82
14,08:22:18,1,4,4,0,4,0,4,-1,1,-105,-82
15,08:22:19,1,3,3,0,4,0,4,-1,1,-105,-82
16,08:22:20,1,3,3,0,4,0,4,-1,1,-125,-94
17,08:22:21,1,3,3,0,4,0,4,-1,1,-125,-94
18,08:22:22,1,3,3,0,3,0,3,-1,1,-125,-94
19,08:22:23,1,2,2,0,2,0,2,-1,1,-125,-118
20,08:22:24,1,1,1,0,2,0,2,-1,1,-125,-118
21,08:22:25,1,1,1,0,1,0,1,-1,1,-125,-118
22,08:22:26,1,1,1,0,1,0,1,-1,1,-125,-148
23,08:22:27,1,0,0,0,1,0,1,-1,1,-125,-148
24,08:22:28,0,0,0,0,0,0,0,0,0,-140,-148
25,08:22:29,0,0,0,0,0,0,0,0,0,-140,-160
26,08:22:30,0,0,0,0,0,0,0,0,0,-140,-160
27,08:22:31,0,0,0,0,0,0,0,0,0,-205,-160
28,08:22:32,0,0,0,0,0,0,0,0,0,-205,-165
29,08:22:33,0,0,0,0,0,0,0,0,0,-205,-165
30,08:22:34,0,0,0,0,0,0,0,0,0,-272,-165
31,08:22:35,0,0,0,0,0,0,0,0,0,-272,-165
32,08:22:36,0,0,0,0,0,0,0,0,0,-272,-165
33,08:22:37,0,0,0,0,0,0,0,0,0,-312,-165
34,08:22:38,0,0,0,0,0,0,0,0,0,-312,-179
35,08:22:39,0,0,0,0,0,0,0,0,0,-312,-179
36,08:22:40,0,0,0,0,0,0,0,0,0,-327,-179
37,08:22:41,0,0,0,0,0,0,0,0,0,-327,-201
38,08:22:42,0,0,0,0,0,0,0,0,0,-327,-201
39,08:22:43,0.5,0,0,0,0,0,0,-0.5,0.5,-347,-201
40,08:22:44,0.5,0,0,0,0,0,0,-0.5,0.5,-347,-241
41,08:22:45,0.5,0,0,0,0,0,0,-0.5,0.5,-347,-241
42,08:22:46,0.5,0,0,0,0,0,0,-0.5,0.5,-347,-241
43,08:22:47,0.5,0,0,0,0,0,0,-0.5,0.5,-347,-361
44,08:22:48,0.5,0,0,0,0,0,0,-0.5,0.5,-347,-361
45,08:22:49,1,1,1,0,0,0,0,-1,1,-362,-361
46,08:22:50,1,2,2,0,1,0,1,-1,1,-362,-401
47,08:22:51,1,2,2,0,2,0,2,-1,1,-362,-401
48,08:22:52,1,3,3,0,2,0,2,-1,1,-377,-401
