id,time,user,msg
0,15:11:40,@TJtestBOT, p1+
2,15:11:42,@TJtestBOT, p2-
3,15:11:43,@TJtestBOT, p1+
4,15:11:44,@TJtestBOT, p1+
4,15:11:44,@TJtestBOT, p1+
5,15:11:44,@TJtestBOT, p1+
5,15:11:44,@TJtestBOT, p1+
5,15:11:45,@TJtestBOT, p1+
12,15:11:52,ligoligo12,@TJtestBOT, p1+
13,15:11:52,ligoligo12,@TJtestBOT, p1+
15,15:11:54,ligoligo12,@TJtestBOT, p1+
19,15:11:59,ligoligo12,@TJtestBOT, p1+
24,15:12:04,ligoligo12,@TJtestBOT, p1+
