id,time,dominance,pos,pos1,pos2,neg,neg1,neg2,f_p1,f_p2,hp1,hp2
0,14:43:04,-0.75,4,1,3,4,4,0,0.75,-0.75,0,-377
1,14:43:05,-0.777777777777778,5,1,4,4,4,0,0.777777777777778,-0.777777777777778,0,-377
2,14:43:06,-0.75,5,1,4,3,3,0,0.75,-0.75,0,-377
3,14:43:07,-0.6,6,2,4,4,4,0,0.6,-0.6,0,-377
4,14:43:08,-0.555555555555556,5,2,3,4,4,0,0.555555555555556,-0.555555555555556,0,-377
5,14:43:09,-0.454545454545455,7,3,4,4,4,0,0.454545454545455,-0.454545454545455,0,-377
6,14:43:10,-0.272727272727273,8,4,4,3,3,0,0.272727272727273,-0.272727272727273,0,-377
7,14:43:11,-0.142857142857143,10,6,4,4,4,0,0.142857142857143,-0.142857142857143,0,-377
8,14:43:12,-0.0769230769230769,9,6,3,4,4,0,0.0769230769230769,-0.0769230769230769,0,-377
9,14:43:13,-0.0666666666666667,10,6,4,5,4,1,0.0666666666666667,-0.0666666666666667,0,-377
10,14:43:14,0,10,6,4,4,3,1,0,0,0,-377
11,14:43:15,0.0588235294117647,10,6,4,7,4,3,-0.0588235294117647,0.0588235294117647,0,-377
12,14:43:16,0.176470588235294,9,6,3,8,4,4,-0.176470588235294,0.176470588235294,0,-377
13,14:43:17,0.157894736842105,10,6,4,9,4,5,-0.157894736842105,0.157894736842105,0,-377
14,14:43:18,0.263157894736842,10,6,4,9,3,6,-0.263157894736842,0.263157894736842,0,-377
15,14:43:20,0.2,9,5,4,11,4,7,-0.2,0.2,0,-377
16,14:43:21,0.3,8,5,3,12,4,8,-0.3,0.3,0,-377
17,14:43:22,0.272727272727273,9,5,4,13,4,9,-0.272727272727273,0.272727272727273,0,-377
18,14:43:23,0.333333333333333,8,4,4,13,3,10,-0.333333333333333,0.333333333333333,0,-377
19,14:43:24,0.304347826086957,8,4,4,15,4,11,-0.304347826086957,0.304347826086957,0,-377
20,14:43:25,0.363636363636364,6,3,3,16,4,12,-0.363636363636364,0.363636363636364,0,-377
21,14:43:26,0.304347826086957,7,3,4,16,4,12,-0.304347826086957,0.304347826086957,0,-377
22,14:43:27,0.3,5,1,4,15,3,12,-0.3,0.3,0,-377
23,14:43:28,0.272727272727273,5,1,4,17,4,13,-0.272727272727273,0.272727272727273,0,-377
24,14:43:29,0.333333333333333,5,2,3,16,4,12,-0.333333333333333,0.333333333333333,0,-377
25,14:43:30,0.272727272727273,6,2,4,16,4,12,-0.272727272727273,0.272727272727273,0,-377
26,14:43:31,0.263157894736842,6,2,4,13,3,10,-0.263157894736842,0.263157894736842,0,-377
27,14:43:32,0.157894736842105,6,2,4,13,4,9,-0.157894736842105,0.157894736842105,0,-377
28,14:43:33,0.176470588235294,5,2,3,12,4,8,-0.176470588235294,0.176470588235294,0,-377
29,14:43:34,0.0588235294117647,6,2,4,11,4,7,-0.0588235294117647,0.0588235294117647,0,-377
30,14:43:35,0.0666666666666667,6,2,4,9,3,6,-0.0666666666666667,0.0666666666666667,0,-377
31,14:43:36,-0.0666666666666667,6,2,4,9,4,5,0.0666666666666667,-0.0666666666666667,0,-377
32,14:43:37,-0.0769230769230769,5,2,3,8,4,4,0.0769230769230769,-0.0769230769230769,0,-377
33,14:43:38,-0.230769230769231,6,2,4,7,4,3,0.230769230769231,-0.230769230769231,0,-377
34,14:43:39,-0.272727272727273,6,2,4,5,3,2,0.272727272727273,-0.272727272727273,0,-377
35,14:43:40,-0.454545454545455,6,2,4,5,4,1,0.454545454545455,-0.454545454545455,0,-377
36,14:43:41,-0.555555555555556,4,1,3,5,4,1,0.555555555555556,-0.555555555555556,0,-377
37,14:43:42,-0.777777777777778,5,1,4,4,4,0,0.777777777777778,-0.777777777777778,0,-377
