id,time,dominance,pos,pos1,pos2,neg,neg1,neg2,f_p1,f_p2,hp1,hp2
0,15:11:40,-0.75,4,1,3,4,4,0,0.75,-0.75,0,-377
1,15:11:41,-0.777777777777778,5,1,4,4,4,0,0.777777777777778,-0.777777777777778,0,-377
2,15:11:42,-0.555555555555556,5,1,4,4,3,1,0.555555555555556,-0.555555555555556,0,-377
3,15:11:43,-0.454545454545455,6,2,4,5,4,1,0.454545454545455,-0.454545454545455,0,-377
4,15:11:44,-0.166666666666667,7,4,3,5,4,1,0.166666666666667,-0.166666666666667,0,-377
5,15:11:45,0,11,7,4,5,4,1,0,0,0,-377
6,15:11:46,0.0666666666666667,11,7,4,4,3,1,-0.0666666666666667,0.0666666666666667,0,-377
7,15:11:47,0,11,7,4,5,4,1,0,0,0,-377
8,15:11:48,0.0666666666666667,10,7,3,5,4,1,-0.0666666666666667,0.0666666666666667,0,-377
9,15:11:49,0,11,7,4,5,4,1,0,0,0,-377
10,15:11:50,0.0666666666666667,11,7,4,4,3,1,-0.0666666666666667,0.0666666666666667,0,-377
11,15:11:51,0.0666666666666667,11,7,4,4,3,1,-0.0666666666666667,0.0666666666666667,0,-377
12,15:11:52,0.125,11,8,3,5,4,1,-0.125,0.125,0,-377
13,15:11:53,0.176470588235294,12,9,3,5,4,1,-0.176470588235294,0.176470588235294,0,-377
14,15:11:54,0.176470588235294,13,9,4,4,3,1,-0.176470588235294,0.176470588235294,0,-377
15,15:11:55,0.176470588235294,13,9,4,4,3,1,-0.176470588235294,0.176470588235294,0,-377
16,15:11:56,0.176470588235294,12,9,3,5,4,1,-0.176470588235294,0.176470588235294,0,-377
17,15:11:57,0.125,12,9,3,4,4,0,-0.125,0.125,0,-377
18,15:11:58,0.0666666666666667,12,8,4,3,3,0,-0.0666666666666667,0.0666666666666667,0,-377
19,15:11:59,0,11,7,4,3,3,0,0,0,0,-377
20,15:12:00,-0.272727272727273,7,4,3,4,4,0,0.272727272727273,-0.272727272727273,0,-377
21,15:12:01,-0.272727272727273,7,4,3,4,4,0,0.272727272727273,-0.272727272727273,0,-377
22,15:12:02,-0.272727272727273,8,4,4,3,3,0,0.272727272727273,-0.272727272727273,0,-377
23,15:12:03,-0.272727272727273,8,4,4,3,3,0,0.272727272727273,-0.272727272727273,0,-377
24,15:12:04,-0.166666666666667,8,5,3,4,4,0,0.166666666666667,-0.166666666666667,0,-377
25,15:12:05,-0.166666666666667,8,5,3,4,4,0,0.166666666666667,-0.166666666666667,0,-377
26,15:12:06,-0.230769230769231,9,5,4,4,4,0,0.230769230769231,-0.230769230769231,0,-377
27,15:12:07,-0.272727272727273,8,4,4,3,3,0,0.272727272727273,-0.272727272727273,0,-377
28,15:12:08,-0.454545454545455,7,3,4,4,4,0,0.454545454545455,-0.454545454545455,0,-377
29,15:12:09,-0.4,6,3,3,4,4,0,0.4,-0.4,0,-377
